Bit Error Rate,Pulse Duration,Rise Time,Fall Time,Jitter,Amplitude,Signal Strength,Phase,Polarization,SNR,C/N,anomaly_pred,anomaly
8.984105013614206e-06,50.44147176446207,10.63858159024074,10.781048643449576,0.0774736085852206,0.8701030246581596,-57.03626654304723,-1.4244918862418554,1,19.579942574690037,22.311889552527784,0,0
4.881133352368396e-06,51.053762088241946,9.458514410139248,9.025592445245138,-0.0793625477505269,0.77014924717477,-53.78815208085058,0.5133522890572757,0,28.179363065488737,13.222613968036349,0,0
7.830676561646065e-06,50.66039309280018,9.89731036875697,9.80467055454663,-0.0019207640061556,1.017017658735422,-61.85104477690101,-2.8584572767215355,0,12.387187993891844,37.79636628564105,0,0
4.806454963796606e-06,40.0348874688113,10.974469783642888,9.42280400642537,-0.1154931629975984,1.2862630199853706,-43.209888687369215,-3.098696829362092,1,20.284899281502685,51.03776703109877,0,0
1.230431199492787e-05,52.31940741521144,8.954466996716636,8.344863852719444,-0.0793900666670817,1.173773664732836,-62.39003448378561,-2.131586688587104,1,44.52957302677509,9.603973250371173,0,0
8.61933216530643e-06,45.619284744017165,9.06302262495245,10.717976999333729,-0.0139963912562132,0.8568213163987901,-50.09235609333739,-1.9259867833308768,0,21.00123754497789,14.738254406523,0,0
1.8804372567961956e-06,52.99914972846714,10.543457866312687,9.599720543718652,-0.0623182517915201,0.98213314266817,-41.54233005242174,-1.2270097287764008,0,16.739820199074558,19.43666734120964,0,0
9.509967226238968e-06,42.58402906108201,8.407824099869025,10.969194073709714,0.1150348545450515,0.6751210049359533,-35.30802175293112,0.4485498329290531,0,22.115331588428624,15.541417546993785,0,0
2.9330917081138157e-06,51.51404129438932,9.17878919665876,9.296185497471347,0.0712359088207789,0.839433492773511,-64.7418354712839,0.6144439575691694,0,6.2792358494660165,47.20753408521121,0,0
6.352480939091792e-06,55.18885234874036,8.835365603757623,9.93823214703018,-0.0353923297689557,1.0891059367015403,-51.86685483009984,-3.043255684183398,1,16.322606893006476,11.733717403353223,0,0
3.5156257894811784e-06,48.569021929759735,9.72078390018785,11.136487351223934,-0.015883314971371,1.2948062268886498,-56.03243743740987,1.9502224562751584,0,34.31801842218128,16.340054469467223,0,0
2.813899579727188e-06,51.61345608850476,9.978042332257186,10.931596819046106,0.0036609807607531,0.8123369974955386,-33.480888571579854,-2.565582513979438,1,21.41067295114312,14.400096451902405,0,0
8.609229702450979e-06,55.738868153818906,9.330224244758291,9.10935495051792,-0.0175140336972291,0.6317798546493507,-68.24813165861181,-2.449160616776491,0,14.820531460935502,9.90985983393017,0,0
